tagName,Count,Excerpt
"exchange-2003","805","Exchange Server 2003 is the version of Microsoft Exchange released in September 28, 2003 (alongside Server 2003).  It replaced Exchange Server 2000 and was replaced by Exchange Server 2007.  Exchange Server is the email server product developed by Microsoft, and (most notably), integrates calendaring and contact management software with its email functionality."
"iscsi","805","iSCSI - SCSI over IP - mount disks across the network"
"centos5","804","CentOS 5 is an obsolete, free (as in beer and speech) GNU/Linux distribution that is community driven and based on source code released from RHEL."
"oracle","801","Oracle is a relational DBMS (Database Management System) created by Oracle Corporation. It supports a large number of languages and application development frameworks. Its primary languages are SQL, PL/SQL and Java. Most questions about Oracle are better placed at the sister site https://dba.stackexchange.com/"
"central-processing-unit","792","The central processing unit (CPU) is the portion of a computer system that carries out the instructions of a computer program, to perform the basic arithmetical, logical, and input/output operations of the system. The CPU plays a role somewhat analogous to the brain in the computer."
"subnet","785","A subnetwork, or subnet, is a logically visible subdivision of an IP network. The practice of dividing a single network into two or more networks is called subnetting and the networks created are called subnetworks or subnets."
"software-raid","780","RAID solution handled by the operating system."
"cloud","765","
Cloud computing is the delivery of computing as a service rather than a product, whereby shared resources, software, and information are provided to computers and other devices as a utility (like the electricity grid) over a network (typically the Internet)"
"cisco-asa","761","The Cisco ASA (Adaptive Security Appliance) series of products provide Firewall and VPN functionality."
"ssd","750","Solid-state drive refers to a data storage device that uses solid-state memory to store its persistent data."
"pfsense","747","pfsense is a customized FreeBSD+pf distribution designed for use as a firewall.  It wraps many of the features of the pf firewall code in an easy-to-use web interface."
"kernel","746","In computing, the kernel is the main component of most computer operating systems; it is a bridge between applications and the actual data processing done at the hardware level. The kernel's responsibilities include managing the system's resources (the communication between hardware and software components)."
"vmware-esx","742","VMware ESX is an enterprise-level computer virtualization product offered by VMware, Inc. "
"failover","741","In computing, failover is automatic switching to a redundant or standby computer server, system, or network upon the failure or abnormal termination of the previously active application, server, system, or network. Failover and switchover are essentially the same operation, except that failover is automatic and usually operates without warning, while switchover requires human intervention."
